"Data, valanda";"Kiekis, kWh"
"2026-03-13T02:45:00+02:00";"0.024"
"2026-03-13T03:00:00+02:00";"0.018"
"2026-03-13T03:15:00+02:00";"0.018"
"2026-03-13T03:30:00+02:00";"0.024"
"2026-03-13T03:45:00+02:00";"0.024"
"2026-03-13T04:00:00+02:00";"0.026"
"2026-03-13T04:15:00+02:00";"0.019"
"2026-03-13T04:30:00+02:00";"0.022"
"2026-03-13T04:45:00+02:00";"0.022"
"2026-03-13T05:00:00+02:00";"0.023"
"2026-03-13T05:15:00+02:00";"0.025"
"2026-03-13T05:30:00+02:00";"0.024"
"2026-03-13T05:45:00+02:00";"0.017"
"2026-03-13T06:00:00+02:00";"0.021"
"2026-03-13T06:15:00+02:00";"0.036"
"2026-03-13T06:30:00+02:00";"0.041"
"2026-03-13T06:45:00+02:00";"0.025"
"2026-03-13T07:00:00+02:00";"0.023"
"2026-03-13T07:15:00+02:00";"0.019"
"2026-03-13T07:30:00+02:00";"0.020"
"2026-03-13T07:45:00+02:00";"0.041"
"2026-03-13T08:00:00+02:00";"0.027"
"2026-03-13T08:15:00+02:00";"0.032"
"2026-03-13T08:30:00+02:00";"0.038"
"2026-03-13T08:45:00+02:00";"0.038"
"2026-03-13T09:00:00+02:00";"0.018"
"2026-03-13T09:15:00+02:00";"0.026"
"2026-03-13T09:30:00+02:00";"0.144"
"2026-03-13T09:45:00+02:00";"0.065"
"2026-03-13T10:00:00+02:00";"0.028"
"2026-03-13T10:15:00+02:00";"0.037"
"2026-03-13T10:30:00+02:00";"0.066"
"2026-03-13T10:45:00+02:00";"0.242"
"2026-03-13T11:00:00+02:00";"0.039"
"2026-03-13T11:15:00+02:00";"0.124"
"2026-03-13T11:30:00+02:00";"0.156"
"2026-03-13T11:45:00+02:00";"0.151"
"2026-03-13T12:00:00+02:00";"0.475"
"2026-03-13T12:15:00+02:00";"0.383"
"2026-03-13T12:30:00+02:00";"0.047"
"2026-03-13T12:45:00+02:00";"0.064"
"2026-03-13T13:00:00+02:00";"0.279"
"2026-03-13T13:15:00+02:00";"0.238"
"2026-03-13T13:30:00+02:00";"0.206"
"2026-03-13T13:45:00+02:00";"0.177"
"2026-03-13T14:00:00+02:00";"0.052"
"2026-03-13T14:15:00+02:00";"0.035"
"2026-03-13T14:30:00+02:00";"0.038"
"2026-03-13T14:45:00+02:00";"0.039"
"2026-03-13T15:00:00+02:00";"0.068"
"2026-03-13T15:15:00+02:00";"0.075"
"2026-03-13T15:30:00+02:00";"0.072"
"2026-03-13T15:45:00+02:00";"0.064"
"2026-03-13T16:00:00+02:00";"0.095"
"2026-03-13T16:15:00+02:00";"0.158"
"2026-03-13T16:30:00+02:00";"0.155"
"2026-03-13T16:45:00+02:00";"0.175"
"2026-03-13T17:00:00+02:00";"0.171"
"2026-03-13T17:15:00+02:00";"0.167"
"2026-03-13T17:30:00+02:00";"0.170"
"2026-03-13T17:45:00+02:00";"0.182"
"2026-03-13T18:00:00+02:00";"0.117"
"2026-03-13T18:15:00+02:00";"0.044"
"2026-03-13T18:30:00+02:00";"0.044"
"2026-03-13T18:45:00+02:00";"0.200"
"2026-03-13T19:00:00+02:00";"0.078"
"2026-03-13T19:15:00+02:00";"0.063"
"2026-03-13T19:30:00+02:00";"0.052"
"2026-03-13T19:45:00+02:00";"0.063"
"2026-03-13T20:00:00+02:00";"0.064"
"2026-03-13T20:15:00+02:00";"0.065"
"2026-03-13T20:30:00+02:00";"0.072"
"2026-03-13T20:45:00+02:00";"0.034"
"2026-03-13T21:00:00+02:00";"0.022"
"2026-03-13T21:15:00+02:00";"0.021"
"2026-03-13T21:30:00+02:00";"0.023"
"2026-03-13T21:45:00+02:00";"0.040"
"2026-03-13T22:00:00+02:00";"0.029"
"2026-03-13T22:15:00+02:00";"0.024"
"2026-03-13T22:30:00+02:00";"0.024"
"2026-03-13T22:45:00+02:00";"0.041"
"2026-03-13T23:00:00+02:00";"0.042"
"2026-03-13T23:15:00+02:00";"0.042"
"2026-03-13T23:30:00+02:00";"0.025"
"2026-03-13T23:45:00+02:00";"0.027"
"2026-03-14T00:00:00+02:00";"0.025"
"2026-03-14T00:15:00+02:00";"0.039"
"2026-03-14T00:30:00+02:00";"0.020"
"2026-03-14T00:45:00+02:00";"0.024"
"2026-03-14T01:00:00+02:00";"0.032"
"2026-03-14T01:15:00+02:00";"0.037"
"2026-03-14T01:30:00+02:00";"0.037"
"2026-03-14T01:45:00+02:00";"0.019"
"2026-03-14T02:00:00+02:00";"0.021"
"2026-03-14T02:15:00+02:00";"0.020"
"2026-03-14T02:30:00+02:00";"0.031"
"2026-03-14T02:45:00+02:00";"0.031"
"2026-03-14T03:00:00+02:00";"0.021"
"2026-03-14T03:15:00+02:00";"0.022"
"2026-03-14T03:30:00+02:00";"0.020"
"2026-03-14T03:45:00+02:00";"0.021"
"2026-03-14T04:00:00+02:00";"0.032"
"2026-03-14T04:15:00+02:00";"0.039"
"2026-03-14T04:30:00+02:00";"0.038"
"2026-03-14T04:45:00+02:00";"0.021"
"2026-03-14T05:00:00+02:00";"0.020"
"2026-03-14T05:15:00+02:00";"0.018"
"2026-03-14T05:30:00+02:00";"0.032"
"2026-03-14T05:45:00+02:00";"0.038"
"2026-03-14T06:00:00+02:00";"0.036"
"2026-03-14T06:15:00+02:00";"0.022"
"2026-03-14T06:30:00+02:00";"0.035"
"2026-03-14T06:45:00+02:00";"0.035"
"2026-03-14T07:00:00+02:00";"0.016"
"2026-03-14T07:15:00+02:00";"0.013"
"2026-03-14T07:30:00+02:00";"0.021"
"2026-03-14T07:45:00+02:00";"0.037"
"2026-03-14T08:00:00+02:00";"0.040"
"2026-03-14T08:15:00+02:00";"0.035"
"2026-03-14T08:30:00+02:00";"0.022"
"2026-03-14T08:45:00+02:00";"0.019"
"2026-03-14T09:00:00+02:00";"0.315"
"2026-03-14T09:15:00+02:00";"0.094"
"2026-03-14T09:30:00+02:00";"0.037"
"2026-03-14T09:45:00+02:00";"0.014"
"2026-03-14T10:00:00+02:00";"0.017"
"2026-03-14T10:15:00+02:00";"0.016"
"2026-03-14T10:30:00+02:00";"0.033"
"2026-03-14T10:45:00+02:00";"0.038"
"2026-03-14T11:00:00+02:00";"0.141"
"2026-03-14T11:15:00+02:00";"0.355"
"2026-03-14T11:30:00+02:00";"0.057"
"2026-03-14T11:45:00+02:00";"0.499"
"2026-03-14T12:00:00+02:00";"0.105"
"2026-03-14T12:15:00+02:00";"0.020"
"2026-03-14T12:30:00+02:00";"0.021"
"2026-03-14T12:45:00+02:00";"0.048"
"2026-03-14T13:00:00+02:00";"0.041"
"2026-03-14T13:15:00+02:00";"0.031"
"2026-03-14T13:30:00+02:00";"0.055"
"2026-03-14T13:45:00+02:00";"0.050"
"2026-03-14T14:00:00+02:00";"0.043"
"2026-03-14T14:15:00+02:00";"0.044"
"2026-03-14T14:30:00+02:00";"0.058"
"2026-03-14T14:45:00+02:00";"0.057"
"2026-03-14T15:00:00+02:00";"0.036"
"2026-03-14T15:15:00+02:00";"0.053"
"2026-03-14T15:30:00+02:00";"0.056"
"2026-03-14T15:45:00+02:00";"0.038"
"2026-03-14T16:00:00+02:00";"0.040"
"2026-03-14T16:15:00+02:00";"0.031"
"2026-03-14T16:30:00+02:00";"0.053"
"2026-03-14T16:45:00+02:00";"0.052"
"2026-03-14T17:00:00+02:00";"0.057"
"2026-03-14T17:15:00+02:00";"0.042"
"2026-03-14T17:30:00+02:00";"0.038"
"2026-03-14T17:45:00+02:00";"0.165"
"2026-03-14T18:00:00+02:00";"0.072"
"2026-03-14T18:15:00+02:00";"0.051"
"2026-03-14T18:30:00+02:00";"0.531"
"2026-03-14T18:45:00+02:00";"0.272"
"2026-03-14T19:00:00+02:00";"0.114"
"2026-03-14T19:15:00+02:00";"0.071"
"2026-03-14T19:30:00+02:00";"0.077"
"2026-03-14T19:45:00+02:00";"0.097"
"2026-03-14T20:00:00+02:00";"0.092"
"2026-03-14T20:15:00+02:00";"0.095"
"2026-03-14T20:30:00+02:00";"0.146"
"2026-03-14T20:45:00+02:00";"0.046"
"2026-03-14T21:00:00+02:00";"0.054"
"2026-03-14T21:15:00+02:00";"0.052"
"2026-03-14T21:30:00+02:00";"0.045"
"2026-03-14T21:45:00+02:00";"0.033"
"2026-03-14T22:00:00+02:00";"0.036"
"2026-03-14T22:15:00+02:00";"0.051"
"2026-03-14T22:30:00+02:00";"0.040"
"2026-03-14T22:45:00+02:00";"0.038"
"2026-03-14T23:00:00+02:00";"0.025"
"2026-03-14T23:15:00+02:00";"0.028"
"2026-03-14T23:30:00+02:00";"0.022"
"2026-03-14T23:45:00+02:00";"0.040"
"2026-03-15T00:00:00+02:00";"0.043"
"2026-03-15T00:15:00+02:00";"0.039"
"2026-03-15T00:30:00+02:00";"0.022"
"2026-03-15T00:45:00+02:00";"0.021"
"2026-03-15T01:00:00+02:00";"0.021"
"2026-03-15T01:15:00+02:00";"0.032"
"2026-03-15T01:30:00+02:00";"0.039"
"2026-03-15T01:45:00+02:00";"0.042"
"2026-03-15T02:00:00+02:00";"0.021"
"2026-03-15T02:15:00+02:00";"0.022"
"2026-03-15T02:30:00+02:00";"0.017"
"2026-03-15T02:45:00+02:00";"0.017"
"2026-03-15T03:00:00+02:00";"0.034"
"2026-03-15T03:15:00+02:00";"0.042"
"2026-03-15T03:30:00+02:00";"0.038"
"2026-03-15T03:45:00+02:00";"0.021"
"2026-03-15T04:00:00+02:00";"0.013"
"2026-03-15T04:15:00+02:00";"0.018"
"2026-03-15T04:30:00+02:00";"0.035"
"2026-03-15T04:45:00+02:00";"0.043"
"2026-03-15T05:00:00+02:00";"0.038"
"2026-03-15T05:15:00+02:00";"0.021"
"2026-03-15T05:30:00+02:00";"0.030"
"2026-03-15T05:45:00+02:00";"0.032"
"2026-03-15T06:00:00+02:00";"0.019"
"2026-03-15T06:15:00+02:00";"0.021"
"2026-03-15T06:30:00+02:00";"0.036"
"2026-03-15T06:45:00+02:00";"0.041"
"2026-03-15T07:00:00+02:00";"0.013"
"2026-03-15T07:15:00+02:00";"0.036"
"2026-03-15T07:30:00+02:00";"0.039"
"2026-03-15T07:45:00+02:00";"0.021"
"2026-03-15T08:00:00+02:00";"0.022"
"2026-03-15T08:15:00+02:00";"0.035"
"2026-03-15T08:30:00+02:00";"0.036"
"2026-03-15T08:45:00+02:00";"0.032"
"2026-03-15T09:00:00+02:00";"0.019"
"2026-03-15T09:15:00+02:00";"0.022"
"2026-03-15T09:30:00+02:00";"0.044"
"2026-03-15T09:45:00+02:00";"0.036"
"2026-03-15T10:00:00+02:00";"0.034"
"2026-03-15T10:15:00+02:00";"0.361"
"2026-03-15T10:30:00+02:00";"0.242"
"2026-03-15T10:45:00+02:00";"0.084"
"2026-03-15T11:00:00+02:00";"0.079"
"2026-03-15T11:15:00+02:00";"0.052"
"2026-03-15T11:30:00+02:00";"0.040"
"2026-03-15T11:45:00+02:00";"0.043"
"2026-03-15T12:00:00+02:00";"0.089"
"2026-03-15T12:15:00+02:00";"0.049"
"2026-03-15T12:30:00+02:00";"0.040"
"2026-03-15T12:45:00+02:00";"0.041"
"2026-03-15T13:00:00+02:00";"0.048"
"2026-03-15T13:15:00+02:00";"0.066"
"2026-03-15T13:30:00+02:00";"0.037"
"2026-03-15T13:45:00+02:00";"0.035"
"2026-03-15T14:00:00+02:00";"0.058"
"2026-03-15T14:15:00+02:00";"0.063"
"2026-03-15T14:30:00+02:00";"0.054"
"2026-03-15T14:45:00+02:00";"0.035"
"2026-03-15T15:00:00+02:00";"0.053"
"2026-03-15T15:15:00+02:00";"0.058"
"2026-03-15T15:30:00+02:00";"0.050"
"2026-03-15T15:45:00+02:00";"0.165"
"2026-03-15T16:00:00+02:00";"0.615"
"2026-03-15T16:15:00+02:00";"0.468"
"2026-03-15T16:30:00+02:00";"0.433"
"2026-03-15T16:45:00+02:00";"0.324"
"2026-03-15T17:00:00+02:00";"0.274"
"2026-03-15T17:15:00+02:00";"0.363"
"2026-03-15T17:30:00+02:00";"0.047"
"2026-03-15T17:45:00+02:00";"0.054"
"2026-03-15T18:00:00+02:00";"0.043"
"2026-03-15T18:15:00+02:00";"0.056"
"2026-03-15T18:30:00+02:00";"0.135"
"2026-03-15T18:45:00+02:00";"0.136"
"2026-03-15T19:00:00+02:00";"0.164"
"2026-03-15T19:15:00+02:00";"0.314"
"2026-03-15T19:30:00+02:00";"0.195"
"2026-03-15T19:45:00+02:00";"0.208"
"2026-03-15T20:00:00+02:00";"0.186"
"2026-03-15T20:15:00+02:00";"0.174"
"2026-03-15T20:30:00+02:00";"0.096"
"2026-03-15T20:45:00+02:00";"0.211"
"2026-03-15T21:00:00+02:00";"0.221"
"2026-03-15T21:15:00+02:00";"0.232"
"2026-03-15T21:30:00+02:00";"0.241"
"2026-03-15T21:45:00+02:00";"0.219"
"2026-03-15T22:00:00+02:00";"0.205"
"2026-03-15T22:15:00+02:00";"0.192"
"2026-03-15T22:30:00+02:00";"0.184"
"2026-03-15T22:45:00+02:00";"0.088"
"2026-03-15T23:00:00+02:00";"0.022"
"2026-03-15T23:15:00+02:00";"0.027"
"2026-03-15T23:30:00+02:00";"0.024"
"2026-03-15T23:45:00+02:00";"0.021"
"2026-03-16T00:00:00+02:00";"0.023"
"2026-03-16T00:15:00+02:00";"0.021"
"2026-03-16T00:30:00+02:00";"0.021"
"2026-03-16T00:45:00+02:00";"0.022"
"2026-03-16T01:00:00+02:00";"0.022"
"2026-03-16T01:15:00+02:00";"0.027"
"2026-03-16T01:30:00+02:00";"0.037"
"2026-03-16T01:45:00+02:00";"0.019"
"2026-03-16T02:00:00+02:00";"0.021"
"2026-03-16T02:15:00+02:00";"0.023"
"2026-03-16T02:30:00+02:00";"0.021"
"2026-03-16T02:45:00+02:00";"0.038"
"2026-03-16T03:00:00+02:00";"0.020"
"2026-03-16T03:15:00+02:00";"0.021"
"2026-03-16T03:30:00+02:00";"0.034"
"2026-03-16T03:45:00+02:00";"0.036"
"2026-03-16T04:00:00+02:00";"0.020"
"2026-03-16T04:15:00+02:00";"0.021"
"2026-03-16T04:30:00+02:00";"0.023"
"2026-03-16T04:45:00+02:00";"0.036"
"2026-03-16T05:00:00+02:00";"0.015"
"2026-03-16T05:15:00+02:00";"0.018"
"2026-03-16T05:30:00+02:00";"0.038"
"2026-03-16T05:45:00+02:00";"0.042"
"2026-03-16T06:00:00+02:00";"0.022"
"2026-03-16T06:15:00+02:00";"0.036"
"2026-03-16T06:30:00+02:00";"0.033"
"2026-03-16T06:45:00+02:00";"0.019"
"2026-03-16T07:00:00+02:00";"0.020"
"2026-03-16T07:15:00+02:00";"0.021"
"2026-03-16T07:30:00+02:00";"0.042"
"2026-03-16T07:45:00+02:00";"0.043"
"2026-03-16T08:00:00+02:00";"0.034"
"2026-03-16T08:15:00+02:00";"0.020"
"2026-03-16T08:30:00+02:00";"0.063"
"2026-03-16T08:45:00+02:00";"0.022"
"2026-03-16T09:00:00+02:00";"0.276"
"2026-03-16T09:15:00+02:00";"0.135"
"2026-03-16T09:30:00+02:00";"0.052"
"2026-03-16T09:45:00+02:00";"0.052"
"2026-03-16T10:00:00+02:00";"0.030"
"2026-03-16T10:15:00+02:00";"0.030"
"2026-03-16T10:30:00+02:00";"0.046"
"2026-03-16T10:45:00+02:00";"0.052"
"2026-03-16T11:00:00+02:00";"0.150"
"2026-03-16T11:15:00+02:00";"0.038"
"2026-03-16T11:30:00+02:00";"0.055"
"2026-03-16T11:45:00+02:00";"0.046"
"2026-03-16T12:00:00+02:00";"0.019"
"2026-03-16T12:15:00+02:00";"0.051"
"2026-03-16T12:30:00+02:00";"0.038"
"2026-03-16T12:45:00+02:00";"0.042"
"2026-03-16T13:00:00+02:00";"0.038"
"2026-03-16T13:15:00+02:00";"0.021"
"2026-03-16T13:30:00+02:00";"0.022"
"2026-03-16T13:45:00+02:00";"0.060"
"2026-03-16T14:00:00+02:00";"0.046"
"2026-03-16T14:15:00+02:00";"0.023"
"2026-03-16T14:30:00+02:00";"0.036"
"2026-03-16T14:45:00+02:00";"0.038"
"2026-03-16T15:00:00+02:00";"0.016"
"2026-03-16T15:15:00+02:00";"0.016"
"2026-03-16T15:30:00+02:00";"0.035"
"2026-03-16T15:45:00+02:00";"0.042"
"2026-03-16T16:00:00+02:00";"0.036"
"2026-03-16T16:15:00+02:00";"0.020"
"2026-03-16T16:30:00+02:00";"0.015"
"2026-03-16T16:45:00+02:00";"0.015"
"2026-03-16T17:00:00+02:00";"0.018"
"2026-03-16T17:15:00+02:00";"0.038"
"2026-03-16T17:30:00+02:00";"0.180"
"2026-03-16T17:45:00+02:00";"0.146"
"2026-03-16T18:00:00+02:00";"0.024"
"2026-03-16T18:15:00+02:00";"0.040"
"2026-03-16T18:30:00+02:00";"0.051"
"2026-03-16T18:45:00+02:00";"0.033"
"2026-03-16T19:00:00+02:00";"0.053"
"2026-03-16T19:15:00+02:00";"0.177"
"2026-03-16T19:30:00+02:00";"0.091"
"2026-03-16T19:45:00+02:00";"0.105"
"2026-03-16T20:00:00+02:00";"0.075"
"2026-03-16T20:15:00+02:00";"0.084"
"2026-03-16T20:30:00+02:00";"0.050"
"2026-03-16T20:45:00+02:00";"0.059"
"2026-03-16T21:00:00+02:00";"0.081"
"2026-03-16T21:15:00+02:00";"0.068"
"2026-03-16T21:30:00+02:00";"0.056"
"2026-03-16T21:45:00+02:00";"0.062"
"2026-03-16T22:00:00+02:00";"0.069"
"2026-03-16T22:15:00+02:00";"0.047"
"2026-03-16T22:30:00+02:00";"0.062"
"2026-03-16T22:45:00+02:00";"0.058"
"2026-03-16T23:00:00+02:00";"0.039"
"2026-03-16T23:15:00+02:00";"0.038"
"2026-03-16T23:30:00+02:00";"0.055"
"2026-03-16T23:45:00+02:00";"0.022"
"2026-03-17T00:00:00+02:00";"0.021"
"2026-03-17T00:15:00+02:00";"0.023"
"2026-03-17T00:30:00+02:00";"0.035"
"2026-03-17T00:45:00+02:00";"0.036"
"2026-03-17T01:00:00+02:00";"0.034"
"2026-03-17T01:15:00+02:00";"0.020"
"2026-03-17T01:30:00+02:00";"0.038"
"2026-03-17T01:45:00+02:00";"0.037"
"2026-03-17T02:00:00+02:00";"0.019"
"2026-03-17T02:15:00+02:00";"0.016"
"2026-03-17T02:30:00+02:00";"0.030"
"2026-03-17T02:45:00+02:00";"0.040"
"2026-03-17T03:00:00+02:00";"0.038"
"2026-03-17T03:15:00+02:00";"0.019"
"2026-03-17T03:30:00+02:00";"0.032"
"2026-03-17T03:45:00+02:00";"0.034"
"2026-03-17T04:00:00+02:00";"0.018"
"2026-03-17T04:15:00+02:00";"0.020"
"2026-03-17T04:30:00+02:00";"0.036"
"2026-03-17T04:45:00+02:00";"0.044"
"2026-03-17T05:00:00+02:00";"0.032"
"2026-03-17T05:15:00+02:00";"0.019"
"2026-03-17T05:30:00+02:00";"0.052"
"2026-03-17T05:45:00+02:00";"0.039"
"2026-03-17T06:00:00+02:00";"0.022"
"2026-03-17T06:15:00+02:00";"0.015"
"2026-03-17T06:30:00+02:00";"0.035"
"2026-03-17T06:45:00+02:00";"0.039"
"2026-03-17T07:00:00+02:00";"0.037"
"2026-03-17T07:15:00+02:00";"0.020"
"2026-03-17T07:30:00+02:00";"0.031"
"2026-03-17T07:45:00+02:00";"0.027"
"2026-03-17T08:00:00+02:00";"0.032"
"2026-03-17T08:15:00+02:00";"0.045"
"2026-03-17T08:30:00+02:00";"0.821"
"2026-03-17T08:45:00+02:00";"0.419"
"2026-03-17T09:00:00+02:00";"0.118"
"2026-03-17T09:15:00+02:00";"0.076"
"2026-03-17T09:30:00+02:00";"0.084"
"2026-03-17T09:45:00+02:00";"0.050"
"2026-03-17T10:00:00+02:00";"0.420"
"2026-03-17T10:15:00+02:00";"0.500"
"2026-03-17T10:30:00+02:00";"0.415"
"2026-03-17T10:45:00+02:00";"0.422"
"2026-03-17T11:00:00+02:00";"0.420"
"2026-03-17T11:15:00+02:00";"0.099"
"2026-03-17T11:30:00+02:00";"0.048"
"2026-03-17T11:45:00+02:00";"0.063"
"2026-03-17T12:00:00+02:00";"0.063"
"2026-03-17T12:15:00+02:00";"0.074"
"2026-03-17T12:30:00+02:00";"0.070"
"2026-03-17T12:45:00+02:00";"0.049"
"2026-03-17T13:00:00+02:00";"0.122"
"2026-03-17T13:15:00+02:00";"0.036"
"2026-03-17T13:30:00+02:00";"0.056"
"2026-03-17T13:45:00+02:00";"0.060"
"2026-03-17T14:00:00+02:00";"0.056"
"2026-03-17T14:15:00+02:00";"0.039"
"2026-03-17T14:30:00+02:00";"0.052"
"2026-03-17T14:45:00+02:00";"0.052"
"2026-03-17T15:00:00+02:00";"0.051"
"2026-03-17T15:15:00+02:00";"0.041"
"2026-03-17T15:30:00+02:00";"0.123"
"2026-03-17T15:45:00+02:00";"0.407"
"2026-03-17T16:00:00+02:00";"0.188"
"2026-03-17T16:15:00+02:00";"0.054"
"2026-03-17T16:30:00+02:00";"0.037"
"2026-03-17T16:45:00+02:00";"0.049"
"2026-03-17T17:00:00+02:00";"0.056"
"2026-03-17T17:15:00+02:00";"0.050"
"2026-03-17T17:30:00+02:00";"0.046"
"2026-03-17T17:45:00+02:00";"0.051"
"2026-03-17T18:00:00+02:00";"0.094"
"2026-03-17T18:15:00+02:00";"0.102"
"2026-03-17T18:30:00+02:00";"0.059"
"2026-03-17T18:45:00+02:00";"0.043"
"2026-03-17T19:00:00+02:00";"0.135"
"2026-03-17T19:15:00+02:00";"0.590"
"2026-03-17T19:30:00+02:00";"0.314"
"2026-03-17T19:45:00+02:00";"0.275"
"2026-03-17T20:00:00+02:00";"0.100"
"2026-03-17T20:15:00+02:00";"0.081"
"2026-03-17T20:30:00+02:00";"0.301"
"2026-03-17T20:45:00+02:00";"0.410"
"2026-03-17T21:00:00+02:00";"0.128"
"2026-03-17T21:15:00+02:00";"0.063"
"2026-03-17T21:30:00+02:00";"0.066"
"2026-03-17T21:45:00+02:00";"0.052"
"2026-03-17T22:00:00+02:00";"0.057"
"2026-03-17T22:15:00+02:00";"0.039"
"2026-03-17T22:30:00+02:00";"0.031"
"2026-03-17T22:45:00+02:00";"0.044"
"2026-03-17T23:00:00+02:00";"0.031"
"2026-03-17T23:15:00+02:00";"0.032"
"2026-03-17T23:30:00+02:00";"0.032"
"2026-03-17T23:45:00+02:00";"0.013"
"2026-03-18T00:00:00+02:00";"0.023"
"2026-03-18T00:15:00+02:00";"0.022"
"2026-03-18T00:30:00+02:00";"0.022"
"2026-03-18T00:45:00+02:00";"0.036"
"2026-03-18T01:00:00+02:00";"0.038"
"2026-03-18T01:15:00+02:00";"0.037"
"2026-03-18T01:30:00+02:00";"0.022"
"2026-03-18T01:45:00+02:00";"0.017"
"2026-03-18T02:00:00+02:00";"0.016"
"2026-03-18T02:15:00+02:00";"0.033"
"2026-03-18T02:30:00+02:00";"0.036"
"2026-03-18T02:45:00+02:00";"0.037"
"2026-03-18T03:00:00+02:00";"0.019"
"2026-03-18T03:15:00+02:00";"0.023"
"2026-03-18T03:30:00+02:00";"0.053"
"2026-03-18T03:45:00+02:00";"0.036"
"2026-03-18T04:00:00+02:00";"0.039"
"2026-03-18T04:15:00+02:00";"0.023"
"2026-03-18T04:30:00+02:00";"0.026"
"2026-03-18T04:45:00+02:00";"0.027"
"2026-03-18T05:00:00+02:00";"0.029"
"2026-03-18T05:15:00+02:00";"0.035"
"2026-03-18T05:30:00+02:00";"0.036"
"2026-03-18T05:45:00+02:00";"0.021"
"2026-03-18T06:00:00+02:00";"0.021"
"2026-03-18T06:15:00+02:00";"0.035"
"2026-03-18T06:30:00+02:00";"0.027"
"2026-03-18T06:45:00+02:00";"0.034"
"2026-03-18T07:00:00+02:00";"0.039"
"2026-03-18T07:15:00+02:00";"0.036"
"2026-03-18T07:30:00+02:00";"0.020"
"2026-03-18T07:45:00+02:00";"0.041"
"2026-03-18T08:00:00+02:00";"0.335"
"2026-03-18T08:15:00+02:00";"0.075"
"2026-03-18T08:30:00+02:00";"0.066"
"2026-03-18T08:45:00+02:00";"0.022"
"2026-03-18T09:00:00+02:00";"0.024"
"2026-03-18T09:15:00+02:00";"0.044"
"2026-03-18T09:30:00+02:00";"0.021"
"2026-03-18T09:45:00+02:00";"0.016"
"2026-03-18T10:00:00+02:00";"0.034"
"2026-03-18T10:15:00+02:00";"0.038"
"2026-03-18T10:30:00+02:00";"0.033"
"2026-03-18T10:45:00+02:00";"0.101"
"2026-03-18T11:00:00+02:00";"0.039"
"2026-03-18T11:15:00+02:00";"0.035"
"2026-03-18T11:30:00+02:00";"0.029"
"2026-03-18T11:45:00+02:00";"0.022"
"2026-03-18T12:00:00+02:00";"0.043"
"2026-03-18T12:15:00+02:00";"0.050"
"2026-03-18T12:30:00+02:00";"0.047"
"2026-03-18T12:45:00+02:00";"0.038"
"2026-03-18T13:00:00+02:00";"0.055"
"2026-03-18T13:15:00+02:00";"0.064"
"2026-03-18T13:30:00+02:00";"0.182"
"2026-03-18T13:45:00+02:00";"0.353"
"2026-03-18T14:00:00+02:00";"0.372"
"2026-03-18T14:15:00+02:00";"0.282"
"2026-03-18T14:30:00+02:00";"0.189"
"2026-03-18T14:45:00+02:00";"0.087"
"2026-03-18T15:00:00+02:00";"0.086"
"2026-03-18T15:15:00+02:00";"0.084"
"2026-03-18T15:30:00+02:00";"0.062"
"2026-03-18T15:45:00+02:00";"0.083"
"2026-03-18T16:00:00+02:00";"0.149"
"2026-03-18T16:15:00+02:00";"0.073"
"2026-03-18T16:30:00+02:00";"0.078"
"2026-03-18T16:45:00+02:00";"0.072"
"2026-03-18T17:00:00+02:00";"0.076"
"2026-03-18T17:15:00+02:00";"0.053"
"2026-03-18T17:30:00+02:00";"0.036"
"2026-03-18T17:45:00+02:00";"0.053"
"2026-03-18T18:00:00+02:00";"0.050"
"2026-03-18T18:15:00+02:00";"0.030"
"2026-03-18T18:30:00+02:00";"0.031"
"2026-03-18T18:45:00+02:00";"0.284"
"2026-03-18T19:00:00+02:00";"0.204"
"2026-03-18T19:15:00+02:00";"0.224"
"2026-03-18T19:30:00+02:00";"0.184"
"2026-03-18T19:45:00+02:00";"0.193"
"2026-03-18T20:00:00+02:00";"0.516"
"2026-03-18T20:15:00+02:00";"0.345"
"2026-03-18T20:30:00+02:00";"0.583"
"2026-03-18T20:45:00+02:00";"0.365"
"2026-03-18T21:00:00+02:00";"0.134"
"2026-03-18T21:15:00+02:00";"0.065"
"2026-03-18T21:30:00+02:00";"0.063"
"2026-03-18T21:45:00+02:00";"0.081"
"2026-03-18T22:00:00+02:00";"0.061"
"2026-03-18T22:15:00+02:00";"0.037"
"2026-03-18T22:30:00+02:00";"0.022"
"2026-03-18T22:45:00+02:00";"0.024"
"2026-03-18T23:00:00+02:00";"0.021"
"2026-03-18T23:15:00+02:00";"0.020"
"2026-03-18T23:30:00+02:00";"0.020"
"2026-03-18T23:45:00+02:00";"0.034"
"2026-03-19T00:00:00+02:00";"0.023"
"2026-03-19T00:15:00+02:00";"0.021"
"2026-03-19T00:30:00+02:00";"0.038"
"2026-03-19T00:45:00+02:00";"0.023"
"2026-03-19T01:00:00+02:00";"0.038"
"2026-03-19T01:15:00+02:00";"0.043"
"2026-03-19T01:30:00+02:00";"0.032"
"2026-03-19T01:45:00+02:00";"0.020"
"2026-03-19T02:00:00+02:00";"0.023"
"2026-03-19T02:15:00+02:00";"0.022"
"2026-03-19T02:30:00+02:00";"0.038"
"2026-03-19T02:45:00+02:00";"0.036"
"2026-03-19T03:00:00+02:00";"0.015"
"2026-03-19T03:15:00+02:00";"0.016"
"2026-03-19T03:30:00+02:00";"0.020"
"2026-03-19T03:45:00+02:00";"0.039"
"2026-03-19T04:00:00+02:00";"0.042"
